X,Y,RSRP_PRED
0.0,0.0,0.3344942
0.003921568627430609,0.0,0.22933702
0.007843137254861217,0.0,0.38555527
0.011764705882291827,0.0,0.3989018
0.015686274509722434,0.0,0.22514315
0.019607843137153042,0.0,0.2372669
0.023529411764583653,0.0,0.30581003
0.02745098039201426,0.0,0.39741796
0.03137254901944487,0.0,0.220412
0.03529411764687548,0.0,0.33919615
0.039215686274306084,0.0,0.22856826
0.04313725490173669,0.0,0.2914706
0.04705882352916731,0.0,0.58609587
0.050980392156597915,0.0,0.44286543
0.05490196078402852,0.0,0.41982517
0.05882352941145913,0.0,0.48871076
0.06274509803888974,0.0,0.3911203
0.06666666666632035,0.0,0.47141516
0.07058823529375095,0.0,0.33358657
0.07450980392118156,0.0,0.33101824
0.07843137254861217,0.0,0.41941544
0.08235294117604278,0.0,0.44641998
0.08627450980347338,0.0,0.27613795
0.09019607843090399,0.0,0.32547024
0.09411764705833461,0.0,0.45152614
0.09803921568576522,0.0,0.48420674
0.10196078431319583,0.0,0.3960033
0.10588235294062644,0.0,0.42915472
0.10980392156805704,0.0,0.48873013
0.11372549019548765,0.0,0.3667112
0.11764705882291826,0.0,0.6751194
0.12156862745034887,0.0,0.43342647
0.12549019607777948,0.0,0.3436488
0.1294117647052101,0.0,0.26557866
0.1333333333326407,0.0,0.4584789
0.1372549019600713,0.0,0.42306122
0.1411764705875019,0.0,0.5797266
0.14509803921493253,0.0,0.5458041
0.14901960784236312,0.0,0.6523237
0.15294117646979374,0.0,0.49595174
0.15686274509722434,0.0,0.28876543
0.16078431372465496,0.0,0.54559124
0.16470588235208555,0.0,0.3085912
0.16862745097951617,0.0,0.50179374
0.17254901960694677,0.0,0.6014089
0.1764705882343774,0.0,0.56846845
0.18039215686180798,0.0,0.6783932
0.1843137254892386,0.0,0.49360207
0.18823529411666923,0.0,0.5824612
0.19215686274409982,0.0,0.75234896
0.19607843137153044,0.0,0.48405403
0.19999999999896104,0.0,0.41762564
0.20392156862639166,0.0,0.597063
0.20784313725382225,0.0,0.55857545
0.21176470588125287,0.0,0.5317382
0.21568627450868347,0.0,0.5149923
0.2196078431361141,0.0,0.48976576
0.22352941176354468,0.0,0.53923184
0.2274509803909753,0.0,0.564246
0.2313725490184059,0.0,0.6607522
0.23529411764583652,0.0,0.5819214
0.23921568627326711,0.0,-0.2180915
0.24313725490069774,0.0,0.45758432
0.24705882352812833,0.0,0.56482285
0.25098039215555895,0.0,0.6243239
0.25490196078298955,0.0,0.4137412
0.2588235294104202,0.0,0.5506544
0.2627450980378508,0.0,0.5791871
0.2666666666652814,0.0,0.5488214
0.270588235292712,0.0,0.60618633
0.2745098039201426,0.0,0.6037854
0.2784313725475732,0.0,0.4061987
0.2823529411750038,0.0,0.4516834
0.2862745098024344,0.0,0.5811276
0.29019607842986506,0.0,0.6171662
0.29411764705729565,0.0,0.61292285
0.29803921568472624,0.0,0.60492045
0.30196078431215684,0.0,0.48833027
0.3058823529395875,0.0,0.5463527
0.3098039215670181,0.0,0.4458669
0.3137254901944487,0.0,0.64595056
0.3176470588218793,0.0,0.58410126
0.3215686274493099,0.0,0.55229133
0.3254901960767405,0.0,0.6386351
0.3294117647041711,0.0,0.47736174
0.33333333333160176,0.0,0.350085
0.33725490195903235,0.0,0.5464604
0.34117647058646294,0.0,0.5322361
0.34509803921389354,0.0,0.6424335
0.3490196078413242,0.0,0.37966543
0.3529411764687548,0.0,0.5909238
0.3568627450961854,0.0,0.72577405
0.36078431372361597,0.0,0.59476763
0.3647058823510466,0.0,0.5997006
0.3686274509784772,0.0,0.601712
0.3725490196059078,0.0,0.71304387
0.37647058823333845,0.0,0.45496303
0.38039215686076905,0.0,0.59064156
0.38431372548819964,0.0,0.56319886
0.38823529411563024,0.0,0.6902581
0.3921568627430609,0.0,0.7066588
0.3960784313704915,0.0,0.5678097
0.3999999999979221,0.0,0.47834787
0.40392156862535267,0.0,0.59789765
0.4078431372527833,0.0,0.43863758
0.4117647058802139,0.0,0.6473428
0.4156862745076445,0.0,0.51766616
0.4196078431350751,0.0,0.7230966
0.42352941176250575,0.0,0.5897762
0.42745098038993634,0.0,0.655659
0.43137254901736694,0.0,0.49603817
0.43529411764479753,0.0,0.7112183
0.4392156862722282,0.0,0.58229333
0.4431372548996588,0.0,0.56350285
0.44705882352708937,0.0,0.5959999
0.45098039215452,0.0,0.49063045
0.4549019607819506,0.0,0.6738396
0.4588235294093812,0.0,0.41666135
0.4627450980368118,0.0,0.5987798
0.46666666666424245,0.0,0.24161746
0.47058823529167304,0.0,0.5364154
0.47450980391910363,0.0,0.6016436
0.47843137254653423,0.0,0.6082533
0.4823529411739649,0.0,0.7913044
0.48627450980139547,0.0,0.72071433
0.49019607842882607,0.0,0.75742555
0.49411764705625666,0.0,0.3740508
0.4980392156836873,0.0,0.6632492
0.5019607843111179,0.0,0.40109667
0.5058823529385486,0.0,0.5416389
0.5098039215659791,0.0,0.54297
0.5137254901934097,0.0,0.7049926
0.5176470588208404,0.0,0.62055254
0.5215686274482709,0.0,0.69007885
0.5254901960757016,0.0,0.42247146
0.5294117647031321,0.0,0.4936103
0.5333333333305628,0.0,0.48725125
0.5372549019579934,0.0,0.3683049
0.541176470585424,0.0,0.64218265
0.5450980392128546,0.0,0.6969567
0.5490196078402853,0.0,0.5246922
0.5529411764677158,0.0,0.5613848
0.5568627450951464,0.0,0.6851401
0.560784313722577,0.0,0.5240496
0.5647058823500076,0.0,0.6232941
0.5686274509774383,0.0,0.3790556
0.5725490196048688,0.0,0.30248508
0.5764705882322995,0.0,0.7335335
0.5803921568597301,0.0,0.34251627
0.5843137254871607,0.0,0.49063033
0.5882352941145913,0.0,0.46064654
0.592156862742022,0.0,0.48387328
