date,value,ma_value,lg_ma_value
2022/01/05 12:00,78900000.0,338000000.0,8.22902591
2022/01/05 13:00,95600000.0,282000000.0,8.318549093
2022/01/05 14:00,177000000.0,256000000.0,8.330750751
2022/01/05 15:00,194000000.0,242000000.0,8.379707288
2022/01/05 16:00,65500000.0,204000000.0,8.388672422
2022/01/05 17:00,795000.0,129000000.0,8.452467098
2022/01/05 18:00,34300000.0,91500000.0,8.540913148
2022/01/05 19:00,99900000.0,87400000.0,8.565441133
2022/01/05 20:00,779000000.0,169000000.0,8.566895574
2022/01/05 21:00,428000000.0,208000000.0,8.476799436
2022/01/05 22:00,149000000.0,214000000.0,8.460897843
2022/01/05 23:00,407000000.0,240000000.0,8.482079191
2022/01/06 00:00,239000000.0,245000000.0,8.500297476
2022/01/06 01:00,414000000.0,283000000.0,8.531336968
2022/01/06 02:00,577000000.0,347000000.0,8.552803363
2022/01/06 03:00,216000000.0,368000000.0,8.473795044
2022/01/06 04:00,111000000.0,369000000.0,8.43779635
2022/01/06 05:00,157000000.0,300000000.0,8.4402547
2022/01/06 06:00,331000000.0,289000000.0,8.411867195
2022/01/06 07:00,279000000.0,303000000.0,8.347031404
2022/01/06 08:00,524000000.0,316000000.0,8.288925461
2022/01/06 09:00,450000000.0,340000000.0,8.134449793
2022/01/06 10:00,569000000.0,357000000.0,7.941715612
2022/01/06 11:00,42400000.0,298000000.0,7.550866616
2022/01/06 12:00,2860000.0,274000000.0,7.608965454
2022/01/06 13:00,125000000.0,276000000.0,7.946621397
2022/01/06 14:00,63600.0,258000000.0,7.963215682
2022/01/06 15:00,8800000.0,222000000.0,8.02249541
2022/01/06 16:00,28400000.0,195000000.0,8.132489623
2022/01/06 17:00,46300.0,136000000.0,8.282457532
2022/01/06 18:00,10400000.0,87400000.0,8.414713436
2022/01/06 19:00,102000000.0,35600000.0,8.499564901
2022/01/06 20:00,88200000.0,40600000.0,8.493612935
2022/01/06 21:00,433000000.0,88400000.0,8.492527586
2022/01/06 22:00,156000000.0,91900000.0,8.452042128
2022/01/06 23:00,121000000.0,105000000.0,8.470557485
2022/01/07 00:00,282000000.0,136000000.0,8.518294544
2022/01/07 01:00,532000000.0,192000000.0,8.577044765
2022/01/07 02:00,614000000.0,260000000.0,8.521501297
2022/01/07 03:00,515000000.0,316000000.0,8.430809372
2022/01/07 04:00,63300000.0,312000000.0,8.332573104
2022/01/07 05:00,81200000.0,311000000.0,8.319769781
